text,label
champagne,FoodIconWine
bacon wrapped hot dog,FoodIconHotDog
pulled pork sandwich,FoodIconPork
spaghetti vongole,FoodIconPasta
barq's root beer,FoodIconCupSoda
vegan yogurt,FoodIconMilk
tortilla soup,FoodIconSoup
mini lollipop,FoodIconLollipop
crudite station,FoodIconSalad
ghee popcorn,FoodIconPopcorn
cheddar crackers,FoodIconBread
cinnamon sugar donut,FoodIconDonut
think bar,FoodIconProtein
currant,FoodIconGrape
hot dog stand,FoodIconHotDog
grits,FoodIconWheat
fresh fruits,FoodIconApple
burger,FoodIconBurger
lemon drizzle slice,FoodIconCakeSlice
black beans,FoodIconBean
taquito station,FoodIconTaco
bran,FoodIconWheat
coney island line,FoodIconHotDog
black eyed peas,FoodIconBean
lemon bar,FoodIconCake
banana muffin,FoodIconBanana
arizona tea,FoodIconCupSoda
rainbow trout,FoodIconFish
mezcal sour,FoodIconMartini
mandilli di seta pesto,FoodIconPasta
americano cocktail,FoodIconMartini
pangasius fillet,FoodIconFish
jalapeño cheddar popcorn,FoodIconPopcorn
hashbrowns,FoodIconEgg
steamed carrot,FoodIconCarrot
fruit punch station,FoodIconCupSoda
fresh cherry,FoodIconCherry
barramundi,FoodIconFish
mexican food line,FoodIconTaco
twisted tea,FoodIconBeer
taqueria menu,FoodIconTaco
chicken katsu,FoodIconChicken
lesser evil popcorn,FoodIconPopcorn
corn dog nuggets,FoodIconHotDog
honey glazed drumstick,FoodIconDrumstick
hotdog,FoodIconHotDog
sparkling grape juice,FoodIconGrape
draft beer,FoodIconBeer
oven baked dish,FoodIconCookingPot
pearl milk tea,FoodIconCupSoda
oreo bar,FoodIconCookie
banana cream pie slice,FoodIconBanana
ice cream sandwich snack,FoodIconIceCreamSandwich
elbow macaroni,FoodIconPasta
peter pan donuts,FoodIconDonut
citrus fruit,FoodIconCitrus
apple fritter donut,FoodIconDonut
bouillabaisse,FoodIconSoup
whiskey neat,FoodIconMartini
trenette pesto,FoodIconPasta
variety desserts,FoodIconCake
water,FoodIconGlassWater
chicken of the day,FoodIconChicken
greek yogurt,FoodIconMilk
carne asada,FoodIconBeef
giant ice cream sandwich,FoodIconIceCreamSandwich
assorted fresh fruit,FoodIconApple
salad fixings,FoodIconSalad
yogurt pouch,FoodIconMilk
dessert bar daily,FoodIconCake
praline pecans,FoodIconNut
banana station,FoodIconBanana
poke bowl,FoodIconRiceBowl
pretzel knot soft,FoodIconBread
french croissant,FoodIconCroissant
chickpea patty,FoodIconVegan
footlong hot dog,FoodIconHotDog
grass fed sirloin,FoodIconBeef
sandwich bar,FoodIconSandwich
magenta pearl grape,FoodIconGrape
dr praeger,FoodIconVegan
fridge snack,FoodIconRefrigerator
belgian waffles,FoodIconCroissant
viognier,FoodIconWine
black box wine,FoodIconWine
carnitas taco,FoodIconTaco
photobooth lollipop,FoodIconLollipop
pineapple fried rice,FoodIconRiceBowl
seasonal peppermint,FoodIconCandyCane
american breakfast,FoodIconEgg
seafood station,FoodIconFish
french toast station,FoodIconCroissant
shrimp taco,FoodIconTaco
smash burger,FoodIconBurger
herring fillet,FoodIconFish
old bay fries,FoodIconFries
mai tai,FoodIconMartini
breakfast scramble,FoodIconEgg
meat lasagna,FoodIconPasta
kale smoothie,FoodIconCupSoda
chicken noodle soup,FoodIconSoup
unsalted nuts,FoodIconNut
salmon fillet,FoodIconFish
moe's burrito,FoodIconBurrito
taco shell,FoodIconTaco
beef frank,FoodIconHotDog
peach cream oatmeal,FoodIconWheat
orchard fruit,FoodIconApple
breakfast potatoes,FoodIconEgg
flatbread station,FoodIconPizza
unagi eel sashimi,FoodIconSushi
soft serve cone station,FoodIconIceCream
beef and bean burritos,FoodIconBurrito
daily fresh fruit,FoodIconApple
bread service,FoodIconBread
crab bisque,FoodIconSoup
breakfast casserole bar,FoodIconEgg
shakshuka,FoodIconEggFried
premium cone,FoodIconIceCream
egg sandwich,FoodIconSandwich
cage free eggs,FoodIconEgg
push up pop,FoodIconPopsicle
mayo packet,FoodIconChefHat
red wine,FoodIconWine
roasted duck leg,FoodIconDrumstick
irish stew,FoodIconCookingPot
chicago style,FoodIconHotDog
steam basted egg,FoodIconEggFried
single serve almonds,FoodIconNut
double chocolate ice cream sandwich,FoodIconIceCreamSandwich
donut bites,FoodIconDonut
carrot hummus snack,FoodIconCarrot
trout meuniere,FoodIconFish
shakshouka,FoodIconEggFried
agua fresca,FoodIconCupSoda
potato soup,FoodIconSoup
turkey sub meat,FoodIconHam
garlic fries,FoodIconFries
bacon wrapped dog,FoodIconHotDog
gyros pita,FoodIconWrap
lemon popsicle,FoodIconPopsicle
cooked whelk,FoodIconSnail
egg white scramble,FoodIconEgg
taquito bar,FoodIconTaco
mushroom burger,FoodIconBurger
gyro truck,FoodIconWrap
house-made,FoodIconChefHat
fresh pasta station,FoodIconPasta
senbei,FoodIconRiceBowl
boomchickapop light,FoodIconPopcorn
product 19,FoodIconWheat
fishers island lemonade,FoodIconBeer
catfish,FoodIconFish
dots,FoodIconCandy
halloween popcorn,FoodIconPopcorn
antipasto salad,FoodIconSalad
garlic herb roasted leg,FoodIconDrumstick
peanut butter and jelly,FoodIconNut
crappie fillet,FoodIconFish
greasy spoon egg,FoodIconEggFried
chalkboard special,FoodIconChefHat
fresh fruit smoothie,FoodIconCupSoda
chocolate swirl,FoodIconDessert
beef rice bowl,FoodIconRiceBowl
sparkling plain,FoodIconGlassWater
golden oreo,FoodIconCookie
turkey rice soup,FoodIconCookingPot
magurodon tuna rice,FoodIconRiceBowl
item,FoodIconUtensils
chatime boba,FoodIconCupSoda
thick focaccia,FoodIconBread
cookie dough,FoodIconCookie
macaroon,FoodIconCookie
chicken dog,FoodIconHotDog
popcorn variety pack,FoodIconPopcorn
middle eastern bar,FoodIconWrap
hot soba,FoodIconRamen
slice of cake,FoodIconCake
pantry restock,FoodIconShoppingBasket
shaped chicken nuggets,FoodIconChicken
custard cone concrete,FoodIconIceCream
wheat bran,FoodIconWheat
sponge cake,FoodIconCake
thai salad,FoodIconSalad
fruit bar dessert,FoodIconCake
carrot salad,FoodIconCarrot
flaki tripe soup,FoodIconSoup
espresso martini shot,FoodIconMartini
deli counter,FoodIconSandwich
hot fennel sausage,FoodIconPork
wings,FoodIconChicken
coffee candy,FoodIconCoffee
coconut popcorn,FoodIconPopcorn
made to order sandwich,FoodIconSandwich
popsicle line,FoodIconPopsicle
pollock,FoodIconFish
ground turkey stew,FoodIconCookingPot
slow cooked turkey,FoodIconDrumstick
star lollipop,FoodIconLollipop
fish of the week,FoodIconFish
farro,FoodIconWheat
double scoop cone,FoodIconIceCream
kids yogurt,FoodIconMilk
bagel bites,FoodIconPizza
alden's organic cone,FoodIconIceCream
chicken francese,FoodIconChicken
morningstar burger,FoodIconVegan
beef medallions,FoodIconBeef
silver dollar pancakes,FoodIconCroissant
green smoothie bottle,FoodIconCupSoda
amy's veggie burger,FoodIconVegan
pain au lait,FoodIconCroissant
soft taco,FoodIconTaco
giant candy cane,FoodIconCandyCane
regular yogurt,FoodIconMilk
toast station,FoodIconCroissant
banana slices,FoodIconBanana
shrimp pizza,FoodIconPizza
cereal bar,FoodIconWheat
unknown food,FoodIconUtensils
cherry lollipop,FoodIconLollipop
tai red snapper sashimi,FoodIconSushi
turkey leg quarter,FoodIconDrumstick
bulgogi taco,FoodIconTaco
fruity pebbles donut,FoodIconDonut
kare kare peanut,FoodIconSoup
fish and chips,FoodIconFish
can of beer,FoodIconBeer
breakfast yogurt,FoodIconMilk
snake river farms beef,FoodIconBeef
grapefruit cup,FoodIconCitrus
microwave popcorn,FoodIconPopcorn
chopped salad station,FoodIconSalad
build your own omelette,FoodIconEgg
greens station,FoodIconSalad
grilled wrap,FoodIconWrap
cake station,FoodIconCake
panini bar,FoodIconSandwich
live soda kombucha,FoodIconCupSoda
chicken entree,FoodIconChicken
full bottle of wine,FoodIconBottleWine
farmer's salad bar,FoodIconSalad
made in house,FoodIconChefHat
soy protein,FoodIconProtein
banana snack,FoodIconBanana
vietnamese spring roll,FoodIconWrap
shoestring fries,FoodIconFries
broccoli cheddar soup,FoodIconSoup
whole egg scramble,FoodIconEgg
orange cream,FoodIconCitrus
red baron,FoodIconPizza
evian,FoodIconGlassWater
warm donut,FoodIconDonut
flight of beer,FoodIconBeer
starbucks,FoodIconCoffee
melt station,FoodIconSandwich
zone bar,FoodIconProtein
whey protein shake,FoodIconProtein
dry aged steak,FoodIconBeef
scup fish,FoodIconFish
frozen yogurt cup toppings,FoodIconIceCreamBowl
rainbow dip cone,FoodIconIceCream
tofu bowl,FoodIconVegan
lacy fried egg,FoodIconEggFried
german chocolate cake,FoodIconCake
rice krispies,FoodIconWheat
lentil curry,FoodIconBean
asam laksa,FoodIconRamen
bavarian pretzel,FoodIconBread
yogurt squeeze,FoodIconMilk
orange chicken,FoodIconChicken
kopp's custard,FoodIconDessert
shroom burger,FoodIconVegan
bak kut teh,FoodIconSoup
reverse martini,FoodIconMartini
suizo,FoodIconBurrito
salad bar station,FoodIconSalad
pasta e ceci,FoodIconSoup
lemon curd donut,FoodIconDonut
singaporean laksa,FoodIconRamen
chicken steak,FoodIconChicken
beef tenderloin,FoodIconBeef
stouffer's,FoodIconMicrowave
caramel corn station,FoodIconPopcorn
whitefish,FoodIconFish
aloo paratha,FoodIconBread
bologna sandwich,FoodIconHam
corn dog bar,FoodIconHotDog
sonic tater tot,FoodIconFries
brunch egg bake,FoodIconEgg
mango popsicle,FoodIconPopsicle
ice cream sandwich dessert,FoodIconIceCreamSandwich
tofu burrito,FoodIconBurrito
brat dog,FoodIconHotDog
tap water,FoodIconGlassWater
kefir,FoodIconMilk
corn flakes,FoodIconWheat
fish of the day,FoodIconFish
greek salad station,FoodIconSalad
granola,FoodIconWheat
flavored lemonade,FoodIconCupSoda
street tacos,FoodIconTaco
penne station,FoodIconPasta
kuay tiao ruea,FoodIconRamen
ice cream bar,FoodIconDessert
falafel station,FoodIconWrap
provence rose,FoodIconWine
jamba juice drink,FoodIconCupSoda
espresso cake,FoodIconCake
instant oatmeal packet,FoodIconWheat
whey protein powder,FoodIconProtein
nitro coffee,FoodIconCoffee
pornstar martini shot,FoodIconMartini
ready to drink protein,FoodIconProtein
smoothie with spinach,FoodIconCupSoda
carrot achar,FoodIconCarrot
matcha milk tea,FoodIconCupSoda
country potatoes,FoodIconEgg
barley salad,FoodIconWheat
chardonnay bottle,FoodIconBottleWine
roast beef cold cut,FoodIconHam
salmon fillet,FoodIconFish
prosecco bottle,FoodIconBottleWine
french toast dog,FoodIconHotDog
banana streusel muffin,FoodIconBanana
ragout,FoodIconCookingPot
garden burger,FoodIconVegan
mountain dew,FoodIconCupSoda
sweet treat,FoodIconDessert
arctic char,FoodIconFish
blueberry bagel,FoodIconBread
wendy's natural fry,FoodIconFries
ranch popcorn seasoned,FoodIconPopcorn
roasted sunflower,FoodIconNut
bread station,FoodIconBread
consommé,FoodIconSoup
pretzel,FoodIconBread
mixed foods,FoodIconShoppingBasket
cortado,FoodIconCoffee
bottle of moscato,FoodIconBottleWine
cold noodle salad,FoodIconSalad
blood orange,FoodIconCitrus
overnight egg casserole,FoodIconEgg
hot dogs station,FoodIconHotDog
guacamole dip,FoodIconChefHat
scotch neat,FoodIconMartini
egg cup baked,FoodIconEgg
tilapia fillet fried,FoodIconFish
home fry potato,FoodIconFries
herb crusted turkey breast,FoodIconDrumstick
cherry chocolate,FoodIconCherry
biscuit,FoodIconBread
chicken taco,FoodIconTaco
port,FoodIconWine
cereal options,FoodIconWheat
jets pizza,FoodIconPizza
pacific cod,FoodIconFish
crudités station,FoodIconSalad
dessert bar menu,FoodIconCake
fruit paleta,FoodIconPopsicle
maple turkey,FoodIconDrumstick
bibimbap mixed,FoodIconRiceBowl
spiced beef burrito,FoodIconBurrito
overnight egg bake,FoodIconEgg
walnut salad,FoodIconSalad
cantina station,FoodIconTaco
microwave ramen,FoodIconMicrowave
philly bar,FoodIconSandwich
southwest salad,FoodIconSalad
mezcal margarita,FoodIconMartini
otter pop,FoodIconPopsicle
line popsicle,FoodIconPopsicle
whole fruit,FoodIconApple
milk stout,FoodIconBeer
cheesy egg casserole,FoodIconEgg
fruit smoothie line,FoodIconCupSoda
mint chip ice cream sandwich,FoodIconIceCreamSandwich
long braise special,FoodIconChefHat
freeze pops,FoodIconPopsicle
pot barley,FoodIconWheat
breakfast casserole,FoodIconEgg
malbec bottle,FoodIconBottleWine
five spice chicken drumstick,FoodIconDrumstick
shredded wheat,FoodIconWheat
doordash order,FoodIconUtensilsCrossed
coney station,FoodIconHotDog
frankfurter line,FoodIconHotDog
green giant meal,FoodIconMicrowave
apple relish,FoodIconApple
turkey legs,FoodIconDrumstick
italian sausage,FoodIconHotDog
caramel apple dip,FoodIconApple
natural wine bottle,FoodIconBottleWine
omelette,FoodIconEgg
yogurt parfait,FoodIconIceCreamBowl
dipping sauces,FoodIconChefHat
frosted mini wheats,FoodIconWheat
red mango cup,FoodIconIceCreamBowl
yucatan pork,FoodIconPork
deviled eggs,FoodIconEgg
breakfast egg station,FoodIconEgg
beef pho,FoodIconRamen
brandy,FoodIconMartini
small fry order,FoodIconFries
shrimp,FoodIconShrimp
feature,FoodIconChefHat
macaron,FoodIconCookie
beer sampler,FoodIconBeer
wheat roll,FoodIconBread
beef line,FoodIconBeef
cookie line,FoodIconCookie
kettle roasted peanuts,FoodIconNut
rice cracker,FoodIconRiceBowl
taco platter,FoodIconTaco
funfetti cookie,FoodIconCookie
dessert cart,FoodIconCake
featured dessert,FoodIconCake
el monterey burrito,FoodIconBurrito
carrot and parsnip,FoodIconCarrot
jalapeño burger,FoodIconBurger
portion,FoodIconUtensils
peppermint twist,FoodIconCandyCane
red beans,FoodIconBean
baked fish station,FoodIconFish
klondike bar,FoodIconIceCreamSandwich
water with lime,FoodIconGlassWater
fresh fruit bowl,FoodIconApple
christmas candy,FoodIconCandyCane
violet drink,FoodIconCoffee
purified water,FoodIconGlassWater
baked fish,FoodIconFish
lavash thin armenian,FoodIconBread
garlic butter shrimp,FoodIconShrimp
boost protein,FoodIconProtein
egg croissant sandwich,FoodIconCroissant
orange wine,FoodIconWine
suadero beef,FoodIconBeef
rock candy lollipop,FoodIconLollipop
pepperoni pizza,FoodIconPizza
stadium frank,FoodIconHotDog
granola bowl,FoodIconWheat
ice cream station,FoodIconDessert
chicken pot pie,FoodIconCookingPot
no cow bar lemon,FoodIconProtein
cold soup,FoodIconSoup
ranch water drink,FoodIconBeer
danish,FoodIconCroissant
large cone,FoodIconIceCream
swirl lollipop,FoodIconLollipop
happy lemon boba,FoodIconCupSoda
bottle of cava,FoodIconBottleWine
chicken lo mein,FoodIconRamen
concrete frozen custard,FoodIconIceCream
fruit bar,FoodIconApple
eggplant sandwich,FoodIconSandwich
pork ribs,FoodIconPork
shrimp bisque,FoodIconSoup
extreme sour lollipop,FoodIconLollipop
mediterranean bar salad,FoodIconSalad
cold press juice,FoodIconCupSoda
juice bar,FoodIconCupSoda
popcornopolis cone,FoodIconPopcorn
fruit platter,FoodIconApple
patacones twice fried,FoodIconBanana
restaurant main course,FoodIconUtensilsCrossed
sandwich ice cream bar cookie,FoodIconIceCreamSandwich
toast station,FoodIconBread
reheated meal,FoodIconMicrowave
caramel candy,FoodIconCandy
mac and cheese bar,FoodIconPasta
snickerdoodle ice cream sandwich,FoodIconIceCreamSandwich
voss,FoodIconGlassWater
skyr,FoodIconMilk
corn dog line,FoodIconHotDog
candy cane protein,FoodIconCandyCane
chips ahoy chewy,FoodIconCookie
wahoo,FoodIconFish
teff grain,FoodIconWheat
sunflower butter,FoodIconNut
warm lentil salad,FoodIconSalad
sliced roasted turkey,FoodIconDrumstick
lettuce wrap,FoodIconWrap
chicago italian beef,FoodIconSandwich
low and slow beef,FoodIconBeef
kangen water,FoodIconGlassWater
teriyaki burger,FoodIconBurger
bacon cheeseburger,FoodIconBurger
chipotle chicken,FoodIconChicken
streusel cake,FoodIconCake
cheese lasagna,FoodIconPasta
medium rare steak,FoodIconBeef
ogbono soup,FoodIconSoup
bundt cake,FoodIconCake
rainbow sprinkle cookie,FoodIconCookie
italian bread,FoodIconBread
banana oatmeal,FoodIconBanana
fried egg rice,FoodIconEggFried
soy free vegan protein,FoodIconVegan
chicken strips,FoodIconChicken
bouillabaisse,FoodIconSoup
fresh spring roll,FoodIconWrap
dairy free ice cream,FoodIconDessert
waffle station,FoodIconCroissant
rum sour,FoodIconMartini
doenjang pork,FoodIconPork
quinoa wrap,FoodIconWrap
sauteed vegetables,FoodIconVegan
sourdough loaf,FoodIconBread
fruit on the bottom yogurt,FoodIconMilk
kitchen choice,FoodIconChefHat
dairy free yogurt,FoodIconMilk
urban bricks,FoodIconPizza
cream puff tower,FoodIconCake
frozen treat station,FoodIconDessert
escargot,FoodIconSnail
mini taco,FoodIconTaco
dessert wine bottle,FoodIconBottleWine
paleta,FoodIconPopsicle
eggs royale,FoodIconEgg
egg mayo,FoodIconEgg
paprikás sauce base soup,FoodIconSoup
meat tortellini,FoodIconPasta
glaze donut shop,FoodIconDonut
beyond meat burger,FoodIconVegan
bottle of red,FoodIconBottleWine
taco station,FoodIconTaco
tutti frutti cup,FoodIconIceCreamBowl
golden oreo,FoodIconCookie
groceries,FoodIconShoppingBasket
kolache frank,FoodIconHotDog
campechano taco,FoodIconTaco
fridge fruit,FoodIconRefrigerator
chocolate cream pie slice,FoodIconCakeSlice
hot breakfast bar,FoodIconEgg
del taco burrito,FoodIconBurrito
suiza,FoodIconBurrito
cocktail nuts,FoodIconNut
french ham sandwich,FoodIconHam
jujyfruits,FoodIconCandy
foil wrap,FoodIconWrap
imperial stout,FoodIconBeer
chicken bean burrito,FoodIconBurrito
spinach egg casserole,FoodIconEgg
shrimp po boy,FoodIconSandwich
breakfast quiche,FoodIconEgg
caramel sea salt popcorn,FoodIconPopcorn
grill station melt,FoodIconSandwich
seitan steak,FoodIconVegan
patisserie croissant,FoodIconCroissant
spritz cookie,FoodIconCookie
pinto bean burrito,FoodIconBurrito
underwest donuts,FoodIconDonut
prix fixe,FoodIconUtensilsCrossed
sweet and sour sauce,FoodIconChefHat
coconut cream slice,FoodIconCakeSlice
egg strata,FoodIconEgg
chili lime peanuts,FoodIconNut
pork hock,FoodIconPork
dan dan noodles,FoodIconRamen
souvlaki wrap,FoodIconWrap
redfish on the half shell,FoodIconFish
a meal,FoodIconUtensils
cobia,FoodIconFish
sub bar,FoodIconSandwich
lemon zucchini pasta,FoodIconPasta
hot donut fresh,FoodIconDonut
cheesy tots,FoodIconFries
baked flounder,FoodIconFish
iced tea station,FoodIconCupSoda
candy cane yogurt,FoodIconCandyCane
ham and cheese quiche,FoodIconEgg
banana nut bread,FoodIconBanana
beef vegetable soup,FoodIconSoup
tantanmen,FoodIconRamen
yogurt cups,FoodIconMilk
sesame chicken,FoodIconChicken
champagne bottle,FoodIconBottleWine
soft serve line,FoodIconDessert
gobi paratha,FoodIconBread
fish fry station,FoodIconFish
new york style hot dog,FoodIconHotDog
baked goods station,FoodIconCake
sprouted lentil dish,FoodIconVegan
frappuccino,FoodIconCoffee
hotate scallop sashimi,FoodIconSushi
pretzel bun dog,FoodIconHotDog
negroni sbagliato,FoodIconMartini
carrot station,FoodIconCarrot
lightly breaded chicken strips,FoodIconChicken
riesling,FoodIconWine
new york style plain,FoodIconHotDog
mountain bread,FoodIconBread
disc lollipop,FoodIconLollipop
pad kra pao fried rice,FoodIconRiceBowl
shrimp ring,FoodIconShrimp
chocolate cheesecake,FoodIconCake
tater tot casserole breakfast,FoodIconEgg
cheese dog,FoodIconHotDog
suya soup,FoodIconSoup
soft pretzel bites,FoodIconBread
table bread,FoodIconBread
escargot with garlic butter,FoodIconSnail
tusker beer,FoodIconBeer
quaker oats original,FoodIconWheat
tempura soba,FoodIconRamen
lentil bowl,FoodIconBean
char siu bao,FoodIconPork
whole smoked chicken,FoodIconChicken
simmered,FoodIconCookingPot
just mayo vegan,FoodIconVegan
naked wrap,FoodIconWrap
olive oil breadstick,FoodIconBread
pound cake,FoodIconCake
steak fajitas,FoodIconBeef
wonder drink,FoodIconCupSoda
stuffed whole turkey,FoodIconDrumstick
brazil nut,FoodIconNut
apple cinnamon oatmeal,FoodIconWheat
chicken casserole,FoodIconCookingPot
linguine,FoodIconPasta
dreamsicle,FoodIconPopsicle
daily soup station,FoodIconSoup
paldo bibimmyeon,FoodIconRamen
laminated dough croissant,FoodIconCroissant
blood orange fennel salad,FoodIconSalad
hot dogs station,FoodIconHotDog
chocolate covered cherries,FoodIconCherry
garden salad,FoodIconSalad
pellegrino can,FoodIconGlassWater
fig newton,FoodIconCookie
whiz wit,FoodIconSandwich
cherry smoothie,FoodIconCherry
family pack popcorn,FoodIconPopcorn
fresh croissant,FoodIconCroissant
yellow banana,FoodIconBanana
kiwi popsicle,FoodIconPopsicle
ready meal,FoodIconMicrowave
oatmeal cookie,FoodIconCookie
hot dog station,FoodIconHotDog
beef roulade,FoodIconBeef
raisin snack box,FoodIconGrape
panna cotta,FoodIconDessert
nut mix,FoodIconNut
tex mex,FoodIconTaco
chicago style popcorn,FoodIconPopcorn
leo beer thai,FoodIconBeer
jackfruit carnitas,FoodIconVegan
light ice cream bar sandwich,FoodIconIceCreamSandwich
strawberry soft serve cone,FoodIconDessert
skinny pop original,FoodIconPopcorn
good and plenty,FoodIconCandy
asparagus salad,FoodIconSalad
breakfast sandwich,FoodIconSandwich
burrito bowl (wrap version),FoodIconWrap
wonton soup,FoodIconSoup
sweetango apple,FoodIconApple
chestnuts,FoodIconNut
sour patch kids,FoodIconCandy
blue egg,FoodIconEgg
extra crispy fry,FoodIconFries
apple coins,FoodIconApple
del taco fry,FoodIconFries
hot dog,FoodIconHotDog
egg on toast fried,FoodIconEggFried
bottle of white,FoodIconBottleWine
breakfast bars,FoodIconWheat
pintxo,FoodIconSandwich
gyro station,FoodIconWrap
post workout bar,FoodIconProtein
vegetable fried rice,FoodIconRiceBowl
braised short ribs,FoodIconCookingPot
pizza of the day station,FoodIconPizza
mixed greens,FoodIconSalad
waffle bowl ice cream,FoodIconIceCreamBowl
blue lagoon,FoodIconMartini
cotton candy dip,FoodIconIceCream
aloha bar vanilla,FoodIconProtein
texas toast,FoodIconBread
danger dog,FoodIconHotDog
supplement bar,FoodIconProtein
shirazi salad,FoodIconSalad
fresh fries,FoodIconFries
gu energy,FoodIconProtein
factor meal,FoodIconMicrowave
louisiana hot sauce,FoodIconChefHat
ice pops,FoodIconPopsicle
prepackaged meal,FoodIconMicrowave
grape portion,FoodIconGrape
cao lau noodle hoi an,FoodIconRamen
crispy fish,FoodIconFish
cold buckwheat noodle,FoodIconRamen
protein bars,FoodIconProtein
crispy taco,FoodIconTaco
ice cream sandwich cookie,FoodIconIceCreamSandwich
brown sugar milk tea,FoodIconCupSoda
brisk iced tea,FoodIconCupSoda
aperol spritz,FoodIconMartini
paleta,FoodIconPopsicle
built bar,FoodIconProtein
microwave sweet potato,FoodIconMicrowave
fiji water,FoodIconGlassWater
pan bagnat,FoodIconSandwich
olive focaccia,FoodIconBread
coffee macaron,FoodIconCoffee
poached salmon,FoodIconFish
canned escargot,FoodIconSnail
brunch casserole,FoodIconEgg
egg station,FoodIconEgg
giant novelty pop,FoodIconLollipop
hainanese chicken rice,FoodIconRiceBowl
trout station,FoodIconFish
vegetable pasta medley,FoodIconPasta
gruner veltliner,FoodIconWine
grape popsicle,FoodIconPopsicle
farro salad,FoodIconWheat
dried grapes,FoodIconGrape
wax lips,FoodIconCandy
deli line,FoodIconSandwich
dole mandarin cup,FoodIconCitrus
texas bbq brisket,FoodIconBeef
traditional roast turkey,FoodIconDrumstick
protein yogurt,FoodIconMilk
pork roast,FoodIconPork
crunchwrap,FoodIconTaco
hoagie bar,FoodIconSandwich
birthday cake,FoodIconCake
beer battered fish,FoodIconFish
egg salad,FoodIconEgg
loco moco rice,FoodIconRiceBowl
croissant,FoodIconCroissant
snack bar,FoodIconProtein
vietnamese summer roll station,FoodIconWrap
red pozole,FoodIconCookingPot
spicy seaweed snack,FoodIconSushi
do-rite donuts,FoodIconDonut
kake udon,FoodIconRamen
korean bulgogi plate,FoodIconBeef
st germain cocktail,FoodIconMartini
footlong frank,FoodIconHotDog
chicken tenders,FoodIconChicken
middle eastern station,FoodIconWrap
funfetti popcorn bag,FoodIconPopcorn
peace tea,FoodIconCupSoda
chicken leg,FoodIconDrumstick
t bone,FoodIconBeef
bean cheese beef burrito,FoodIconBurrito
yogurtland cup,FoodIconIceCreamBowl
soup,FoodIconSoup
citrus cup,FoodIconApple
kale salad,FoodIconSalad
split peas,FoodIconBean
sourdough french toast,FoodIconCroissant
carrot slaw,FoodIconCarrot
street nachos,FoodIconTaco
multigrain bread,FoodIconBread
egg bake,FoodIconEgg
vizzy seltzer plain,FoodIconGlassWater
epic bar chicken sesame,FoodIconProtein
kefir,FoodIconMilk
taqueria menu,FoodIconTaco
oreo snack,FoodIconCookie
ale,FoodIconBeer
tomahawk ribeye huge,FoodIconBeef
antipasto bar,FoodIconSalad
hot fried chicken,FoodIconChicken
fish station,FoodIconFish
tamale pie,FoodIconTaco
edamame cucumber salad,FoodIconSalad
oreo thins,FoodIconCookie
large lollipop,FoodIconLollipop
japanese curry beef,FoodIconBeef
layered pastry,FoodIconCroissant
chicken taco,FoodIconTaco
south of the border station,FoodIconTaco
mcdonalds burger,FoodIconBurger
zaru soba,FoodIconRamen
scones,FoodIconCroissant
maple glazed salmon,FoodIconFish
buckwheat groats,FoodIconWheat
smoothie blend,FoodIconCupSoda
oven roasted deli turkey,FoodIconHam
escargot pastry,FoodIconCroissant
southside,FoodIconMartini
rainbow pop,FoodIconPopsicle
peach tea boba,FoodIconCupSoda
espresso,FoodIconCoffee
naan pizza,FoodIconPizza
pea protein,FoodIconProtein
carne asada grilled,FoodIconBeef
100 calorie almond pack,FoodIconNut
bay breeze,FoodIconMartini
beef casserole,FoodIconCookingPot
marron glace,FoodIconNut
casual dining food,FoodIconUtensilsCrossed
burger line,FoodIconBurger
yellow hull popcorn,FoodIconPopcorn
turkey plate,FoodIconDrumstick
fabada asturiana,FoodIconSoup
lentil protein,FoodIconVegan
chicken tikka masala station,FoodIconChicken
lemon risotto,FoodIconRiceBowl
tomato basil soup,FoodIconSoup
macaroni,FoodIconPasta
fresh greens station,FoodIconSalad
smothered in sauce burrito,FoodIconBurrito
beef teriyaki plate,FoodIconBeef
grilled brat,FoodIconHotDog
protein shake premade,FoodIconProtein
plain kefir,FoodIconMilk
open faced sandwich,FoodIconSandwich
sauvignon blanc bottle,FoodIconBottleWine
raspberry yogurt,FoodIconMilk
doner wrap,FoodIconWrap
baked goods line,FoodIconCake
jeni's scoop bowl,FoodIconIceCreamBowl
grüner veltliner bottle,FoodIconBottleWine
tornado fries,FoodIconFries
baked egg ramekin,FoodIconEgg
raw bar salad,FoodIconSalad
unsliced bread,FoodIconBread
scalloped potatoes,FoodIconCookingPot
taqueria,FoodIconTaco
pure protein bar,FoodIconProtein
general food,FoodIconShoppingBasket
microwave popcorn,FoodIconMicrowave
citrus station,FoodIconCitrus
microwavable,FoodIconMicrowave
skinny pop bag,FoodIconPopcorn
dessert line,FoodIconCake
haagen dazs scoop cup,FoodIconIceCreamBowl
rainbow soft serve,FoodIconDessert
beef meatloaf,FoodIconBeef
build your own pizza,FoodIconPizza
store bought ice cream sandwich,FoodIconIceCreamSandwich
pita bread,FoodIconBread
grapefruit,FoodIconCitrus
agua fresca bar,FoodIconPopsicle
vegan entree,FoodIconVegan
cherry almond,FoodIconCherry
trace minerals,FoodIconGlassWater
combination meal,FoodIconUtensils
chicken udon hot,FoodIconRamen
kashi frozen,FoodIconMicrowave
turkey club sandwich,FoodIconSandwich
baked casserole,FoodIconCookingPot
